grupo,fecha,estado,concepto,moneda,tipo_moneda,importe
demo,2026-03-08,Real,DISPONIBILIDADES,Local,ARS,1622776514.61
demo,2026-03-08,Real,Moneda extranjera,Local,ARS,1164487007.37
demo,2026-03-08,Real,Moneda extranjera,Extranjera,USD,767646.41
demo,2026-03-08,Real,Tipo de cambio USD,Local,USD,1516.96
demo,2026-03-08,Real,Bancos pesos,Local,ARS,107097451.18
demo,2026-03-08,Real,Inversiones,Local,ARS,377529436.16
demo,2026-03-08,Proyectado,Cobranzas Proyectadas,Local,ARS,16702968.09
demo,2026-03-08,Proyectado,Pagos programados,Local,ARS,-43040348.19
demo,2026-03-09,Real,DISPONIBILIDADES,Local,ARS,1710674692.82
demo,2026-03-09,Real,Moneda extranjera,Local,ARS,1110977819.27
demo,2026-03-09,Real,Moneda extranjera,Extranjera,USD,732372.39
demo,2026-03-09,Real,Tipo de cambio USD,Local,USD,1516.96
demo,2026-03-09,Real,Bancos pesos,Local,ARS,112969614.95
demo,2026-03-09,Real,Inversiones,Local,ARS,496625803.39
demo,2026-03-09,Proyectado,Cobranzas Proyectadas,Local,ARS,31521218.68
demo,2026-03-09,Proyectado,Pagos programados,Local,ARS,-41419763.46
demo,2026-03-10,Real,DISPONIBILIDADES,Local,ARS,1452681072.76
demo,2026-03-10,Real,Moneda extranjera,Local,ARS,911368579.76
demo,2026-03-10,Real,Moneda extranjera,Extranjera,USD,600787.14
demo,2026-03-10,Real,Tipo de cambio USD,Local,USD,1516.96
demo,2026-03-10,Real,Bancos pesos,Local,ARS,119165557.0
demo,2026-03-10,Real,Inversiones,Local,ARS,451017336.69
demo,2026-03-10,Proyectado,Cobranzas Proyectadas,Local,ARS,31781849.25
demo,2026-03-10,Proyectado,Pagos programados,Local,ARS,-60652249.94
demo,2026-03-11,Real,DISPONIBILIDADES,Local,ARS,1250401480.17
demo,2026-03-11,Real,Moneda extranjera,Local,ARS,767497109.89
demo,2026-03-11,Real,Moneda extranjera,Extranjera,USD,505945.02
demo,2026-03-11,Real,Tipo de cambio USD,Local,USD,1516.96
demo,2026-03-11,Real,Bancos pesos,Local,ARS,125825324.07
demo,2026-03-11,Real,Inversiones,Local,ARS,364254933.44
demo,2026-03-11,Proyectado,Cobranzas Proyectadas,Local,ARS,31712516.4
demo,2026-03-11,Proyectado,Pagos programados,Local,ARS,-38888403.64
demo,2026-03-12,Real,DISPONIBILIDADES,Local,ARS,1226844289.38
demo,2026-03-12,Real,Moneda extranjera,Local,ARS,785326105.7
demo,2026-03-12,Real,Moneda extranjera,Extranjera,USD,517698.15
demo,2026-03-12,Real,Tipo de cambio USD,Local,USD,1516.96
demo,2026-03-12,Real,Bancos pesos,Local,ARS,103407442.78
demo,2026-03-12,Real,Inversiones,Local,ARS,344239480.47
demo,2026-03-12,Proyectado,Cobranzas Proyectadas,Local,ARS,23031680.15
demo,2026-03-12,Proyectado,Pagos programados,Local,ARS,-29160419.72
demo,2026-03-13,Real,DISPONIBILIDADES,Local,ARS,1585493888.93
demo,2026-03-13,Real,Moneda extranjera,Local,ARS,1009128214.88
demo,2026-03-13,Real,Moneda extranjera,Extranjera,USD,665231.68
demo,2026-03-13,Real,Tipo de cambio USD,Local,USD,1516.96
demo,2026-03-13,Real,Bancos pesos,Local,ARS,153772237.64
demo,2026-03-13,Real,Inversiones,Local,ARS,432355197.91
demo,2026-03-13,Proyectado,Cobranzas Proyectadas,Local,ARS,10383237.1
demo,2026-03-13,Proyectado,Pagos programados,Local,ARS,-20144998.6
demo,2026-03-14,Real,DISPONIBILIDADES,Local,ARS,1715288710.67
demo,2026-03-14,Real,Moneda extranjera,Local,ARS,1173966646.42
demo,2026-03-14,Real,Moneda extranjera,Extranjera,USD,773895.53
demo,2026-03-14,Real,Tipo de cambio USD,Local,USD,1516.96
demo,2026-03-14,Real,Bancos pesos,Local,ARS,139383548.21
demo,2026-03-14,Real,Inversiones,Local,ARS,436418924.76
demo,2026-03-14,Proyectado,Cobranzas Proyectadas,Local,ARS,29009154.51
demo,2026-03-14,Proyectado,Pagos programados,Local,ARS,-63489563.23
demo,2026-03-15,Real,DISPONIBILIDADES,Local,ARS,1568136725.09
demo,2026-03-15,Real,Moneda extranjera,Local,ARS,1153147723.65
demo,2026-03-15,Real,Moneda extranjera,Extranjera,USD,760171.39
demo,2026-03-15,Real,Tipo de cambio USD,Local,USD,1516.96
demo,2026-03-15,Real,Bancos pesos,Local,ARS,132153991.6
demo,2026-03-15,Real,Inversiones,Local,ARS,322563637.47
demo,2026-03-15,Proyectado,Cobranzas Proyectadas,Local,ARS,35608048.73
demo,2026-03-15,Proyectado,Pagos programados,Local,ARS,-75336676.36
demo,2026-03-16,Real,DISPONIBILIDADES,Local,ARS,1550506712.94
demo,2026-03-16,Real,Moneda extranjera,Local,ARS,1037975456.6
demo,2026-03-16,Real,Moneda extranjera,Extranjera,USD,684248.2
demo,2026-03-16,Real,Tipo de cambio USD,Local,USD,1516.96
demo,2026-03-16,Real,Bancos pesos,Local,ARS,142083235.44
demo,2026-03-16,Real,Inversiones,Local,ARS,371558542.54
demo,2026-03-16,Proyectado,Cobranzas Proyectadas,Local,ARS,29074857.14
demo,2026-03-16,Proyectado,Pagos programados,Local,ARS,-30185378.79
demo,2026-03-17,Real,DISPONIBILIDADES,Local,ARS,1452471658.49
demo,2026-03-17,Real,Moneda extranjera,Local,ARS,1051110294.45
demo,2026-03-17,Real,Moneda extranjera,Extranjera,USD,692906.87
demo,2026-03-17,Real,Tipo de cambio USD,Local,USD,1516.96
demo,2026-03-17,Real,Bancos pesos,Local,ARS,151482135.0
demo,2026-03-17,Real,Inversiones,Local,ARS,316030450.87
demo,2026-03-17,Proyectado,Cobranzas Proyectadas,Local,ARS,11906252.28
demo,2026-03-17,Proyectado,Pagos programados,Local,ARS,-78057474.12
demo,2026-03-18,Real,DISPONIBILIDADES,Local,ARS,1676973038.12
demo,2026-03-18,Real,Moneda extranjera,Local,ARS,1116924972.88
demo,2026-03-18,Real,Moneda extranjera,Extranjera,USD,736292.84
demo,2026-03-18,Real,Tipo de cambio USD,Local,USD,1516.96
demo,2026-03-18,Real,Bancos pesos,Local,ARS,154864902.39
demo,2026-03-18,Real,Inversiones,Local,ARS,431459321.85
demo,2026-03-18,Proyectado,Cobranzas Proyectadas,Local,ARS,26045230.3
demo,2026-03-18,Proyectado,Pagos programados,Local,ARS,-52321389.31
demo,2026-03-19,Real,DISPONIBILIDADES,Local,ARS,1178401888.61
demo,2026-03-19,Real,Moneda extranjera,Local,ARS,780379959.15
demo,2026-03-19,Real,Moneda extranjera,Extranjera,USD,514437.58
demo,2026-03-19,Real,Tipo de cambio USD,Local,USD,1516.96
demo,2026-03-19,Real,Bancos pesos,Local,ARS,92015737.19
demo,2026-03-19,Real,Inversiones,Local,ARS,304093457.09
demo,2026-03-19,Proyectado,Cobranzas Proyectadas,Local,ARS,31457972.54
demo,2026-03-19,Proyectado,Pagos programados,Local,ARS,-29545237.35
demo,2026-03-20,Real,DISPONIBILIDADES,Local,ARS,1498203207.1
demo,2026-03-20,Real,Moneda extranjera,Local,ARS,912316004.0
demo,2026-03-20,Real,Moneda extranjera,Extranjera,USD,601411.7
demo,2026-03-20,Real,Tipo de cambio USD,Local,USD,1516.96
demo,2026-03-20,Real,Bancos pesos,Local,ARS,133069281.05
demo,2026-03-20,Real,Inversiones,Local,ARS,490116850.49
demo,2026-03-20,Proyectado,Cobranzas Proyectadas,Local,ARS,11279895.36
demo,2026-03-20,Proyectado,Pagos programados,Local,ARS,-48578823.8
demo,2026-03-21,Real,DISPONIBILIDADES,Local,ARS,1556946176.46
demo,2026-03-21,Real,Moneda extranjera,Local,ARS,1105831701.48
demo,2026-03-21,Real,Moneda extranjera,Extranjera,USD,728980.0
demo,2026-03-21,Real,Tipo de cambio USD,Local,USD,1516.96
demo,2026-03-21,Real,Bancos pesos,Local,ARS,153763354.97
demo,2026-03-21,Real,Inversiones,Local,ARS,318121237.85
demo,2026-03-21,Proyectado,Cobranzas Proyectadas,Local,ARS,13766532.51
demo,2026-03-21,Proyectado,Pagos programados,Local,ARS,-34536650.35
demo,2026-03-22,Real,DISPONIBILIDADES,Local,ARS,1439800835.5
demo,2026-03-22,Real,Moneda extranjera,Local,ARS,1009300274.32
demo,2026-03-22,Real,Moneda extranjera,Extranjera,USD,665345.11
demo,2026-03-22,Real,Tipo de cambio USD,Local,USD,1516.96
demo,2026-03-22,Real,Bancos pesos,Local,ARS,149461945.72
demo,2026-03-22,Real,Inversiones,Local,ARS,305420283.81
demo,2026-03-22,Proyectado,Cobranzas Proyectadas,Local,ARS,38777700.99
demo,2026-03-22,Proyectado,Pagos programados,Local,ARS,-63159369.35
demo,2026-03-23,Real,DISPONIBILIDADES,Local,ARS,1239554863.07
demo,2026-03-23,Real,Moneda extranjera,Local,ARS,814336230.4
demo,2026-03-23,Real,Moneda extranjera,Extranjera,USD,536822.04
demo,2026-03-23,Real,Tipo de cambio USD,Local,USD,1516.96
demo,2026-03-23,Real,Bancos pesos,Local,ARS,120114677.67
demo,2026-03-23,Real,Inversiones,Local,ARS,352857574.25
demo,2026-03-23,Proyectado,Cobranzas Proyectadas,Local,ARS,14999609.46
demo,2026-03-23,Proyectado,Pagos programados,Local,ARS,-62753228.71
demo,2026-03-24,Real,DISPONIBILIDADES,Local,ARS,1273770990.35
demo,2026-03-24,Real,Moneda extranjera,Local,ARS,770905506.37
demo,2026-03-24,Real,Moneda extranjera,Extranjera,USD,508191.88
demo,2026-03-24,Real,Tipo de cambio USD,Local,USD,1516.96
demo,2026-03-24,Real,Bancos pesos,Local,ARS,98278951.72
demo,2026-03-24,Real,Inversiones,Local,ARS,456239751.5
demo,2026-03-24,Proyectado,Cobranzas Proyectadas,Local,ARS,22443262.79
demo,2026-03-24,Proyectado,Pagos programados,Local,ARS,-74096482.02
demo,2026-03-25,Real,DISPONIBILIDADES,Local,ARS,1709883659.32
demo,2026-03-25,Real,Moneda extranjera,Local,ARS,1165510604.05
demo,2026-03-25,Real,Moneda extranjera,Extranjera,USD,768321.18
demo,2026-03-25,Real,Tipo de cambio USD,Local,USD,1516.96
demo,2026-03-25,Real,Bancos pesos,Local,ARS,158153361.92
demo,2026-03-25,Real,Inversiones,Local,ARS,426942425.3
demo,2026-03-25,Proyectado,Cobranzas Proyectadas,Local,ARS,28340413.3
demo,2026-03-25,Proyectado,Pagos programados,Local,ARS,-69063145.26
demo,2026-03-26,Real,DISPONIBILIDADES,Local,ARS,1603809620.57
demo,2026-03-26,Real,Moneda extranjera,Local,ARS,1165927001.42
demo,2026-03-26,Real,Moneda extranjera,Extranjera,USD,768595.68
demo,2026-03-26,Real,Tipo de cambio USD,Local,USD,1516.96
demo,2026-03-26,Real,Bancos pesos,Local,ARS,133724515.62
demo,2026-03-26,Real,Inversiones,Local,ARS,339232265.1
demo,2026-03-26,Proyectado,Cobranzas Proyectadas,Local,ARS,26425156.88
demo,2026-03-26,Proyectado,Pagos programados,Local,ARS,-61499318.45
demo,2026-03-27,Real,DISPONIBILIDADES,Local,ARS,1456126202.04
demo,2026-03-27,Real,Moneda extranjera,Local,ARS,886972232.33
demo,2026-03-27,Real,Moneda extranjera,Extranjera,USD,584704.72
demo,2026-03-27,Real,Tipo de cambio USD,Local,USD,1516.96
demo,2026-03-27,Real,Bancos pesos,Local,ARS,105795481.64
demo,2026-03-27,Real,Inversiones,Local,ARS,461274934.87
demo,2026-03-27,Proyectado,Cobranzas Proyectadas,Local,ARS,33201660.53
demo,2026-03-27,Proyectado,Pagos programados,Local,ARS,-31118107.33
demo,2026-03-28,Real,DISPONIBILIDADES,Local,ARS,1630314428.36
demo,2026-03-28,Real,Moneda extranjera,Local,ARS,1057160874.65
demo,2026-03-28,Real,Moneda extranjera,Extranjera,USD,696895.5
demo,2026-03-28,Real,Tipo de cambio USD,Local,USD,1516.96
demo,2026-03-28,Real,Bancos pesos,Local,ARS,128487537.0
demo,2026-03-28,Real,Inversiones,Local,ARS,482124043.57
demo,2026-03-28,Proyectado,Cobranzas Proyectadas,Local,ARS,25540480.0
demo,2026-03-28,Proyectado,Pagos programados,Local,ARS,-62998506.86
demo,2026-03-29,Real,DISPONIBILIDADES,Local,ARS,1534670773.41
demo,2026-03-29,Real,Moneda extranjera,Local,ARS,1028857353.13
demo,2026-03-29,Real,Moneda extranjera,Extranjera,USD,678237.41
demo,2026-03-29,Real,Tipo de cambio USD,Local,USD,1516.96
demo,2026-03-29,Real,Bancos pesos,Local,ARS,130102201.9
demo,2026-03-29,Real,Inversiones,Local,ARS,385203566.37
demo,2026-03-29,Proyectado,Cobranzas Proyectadas,Local,ARS,34220037.17
demo,2026-03-29,Proyectado,Pagos programados,Local,ARS,-43712385.17
demo,2026-03-30,Real,DISPONIBILIDADES,Local,ARS,1663807880.68
demo,2026-03-30,Real,Moneda extranjera,Local,ARS,1207321657.19
demo,2026-03-30,Real,Moneda extranjera,Extranjera,USD,795883.62
demo,2026-03-30,Real,Tipo de cambio USD,Local,USD,1516.96
demo,2026-03-30,Real,Bancos pesos,Local,ARS,114111043.48
demo,2026-03-30,Real,Inversiones,Local,ARS,394575931.93
demo,2026-03-30,Proyectado,Cobranzas Proyectadas,Local,ARS,21146039.83
demo,2026-03-30,Proyectado,Pagos programados,Local,ARS,-73346791.74
demo,2026-03-31,Real,DISPONIBILIDADES,Local,ARS,1511751553.55
demo,2026-03-31,Real,Moneda extranjera,Local,ARS,880378299.04
demo,2026-03-31,Real,Moneda extranjera,Extranjera,USD,580357.91
demo,2026-03-31,Real,Tipo de cambio USD,Local,USD,1516.96
demo,2026-03-31,Real,Bancos pesos,Local,ARS,158725562.99
demo,2026-03-31,Real,Inversiones,Local,ARS,466237075.59
demo,2026-03-31,Proyectado,Cobranzas Proyectadas,Local,ARS,33219389.79
demo,2026-03-31,Proyectado,Pagos programados,Local,ARS,-26808773.86
demo,2026-04-01,Real,DISPONIBILIDADES,Local,ARS,1732597704.83
demo,2026-04-01,Real,Moneda extranjera,Local,ARS,1222289391.54
demo,2026-04-01,Real,Moneda extranjera,Extranjera,USD,791376.81
demo,2026-04-01,Real,Tipo de cambio USD,Local,USD,1544.51
demo,2026-04-01,Real,Bancos pesos,Local,ARS,142486722.29
demo,2026-04-01,Real,Inversiones,Local,ARS,403960422.01
demo,2026-04-01,Proyectado,Cobranzas Proyectadas,Local,ARS,32463474.57
demo,2026-04-01,Proyectado,Pagos programados,Local,ARS,-68602305.56
demo,2026-04-02,Real,DISPONIBILIDADES,Local,ARS,1666492272.71
demo,2026-04-02,Real,Moneda extranjera,Local,ARS,1097577060.37
demo,2026-04-02,Real,Moneda extranjera,Extranjera,USD,710631.24
demo,2026-04-02,Real,Tipo de cambio USD,Local,USD,1544.51
demo,2026-04-02,Real,Bancos pesos,Local,ARS,92811582.22
demo,2026-04-02,Real,Inversiones,Local,ARS,496519134.63
demo,2026-04-02,Proyectado,Cobranzas Proyectadas,Local,ARS,31682546.89
demo,2026-04-02,Proyectado,Pagos programados,Local,ARS,-52098051.41
demo,2026-04-03,Real,DISPONIBILIDADES,Local,ARS,1746806918.24
demo,2026-04-03,Real,Moneda extranjera,Local,ARS,1193657276.15
demo,2026-04-03,Real,Moneda extranjera,Extranjera,USD,772838.82
demo,2026-04-03,Real,Tipo de cambio USD,Local,USD,1544.51
demo,2026-04-03,Real,Bancos pesos,Local,ARS,154244659.76
demo,2026-04-03,Real,Inversiones,Local,ARS,435125638.62
demo,2026-04-03,Proyectado,Cobranzas Proyectadas,Local,ARS,23579673.95
demo,2026-04-03,Proyectado,Pagos programados,Local,ARS,-59800330.25
demo,2026-04-04,Real,DISPONIBILIDADES,Local,ARS,1401256135.42
demo,2026-04-04,Real,Moneda extranjera,Local,ARS,925213300.48
demo,2026-04-04,Real,Moneda extranjera,Extranjera,USD,599033.55
demo,2026-04-04,Real,Tipo de cambio USD,Local,USD,1544.51
demo,2026-04-04,Real,Bancos pesos,Local,ARS,128705878.47
demo,2026-04-04,Real,Inversiones,Local,ARS,371567349.22
demo,2026-04-04,Proyectado,Cobranzas Proyectadas,Local,ARS,36822087.19
demo,2026-04-04,Proyectado,Pagos programados,Local,ARS,-61052479.93
demo,2026-04-05,Real,DISPONIBILIDADES,Local,ARS,1733961892.27
demo,2026-04-05,Real,Moneda extranjera,Local,ARS,1227778395.68
demo,2026-04-05,Real,Moneda extranjera,Extranjera,USD,794930.69
demo,2026-04-05,Real,Tipo de cambio USD,Local,USD,1544.51
demo,2026-04-05,Real,Bancos pesos,Local,ARS,146526848.43
demo,2026-04-05,Real,Inversiones,Local,ARS,365276893.7
demo,2026-04-05,Proyectado,Cobranzas Proyectadas,Local,ARS,14494009.33
demo,2026-04-05,Proyectado,Pagos programados,Local,ARS,-20114254.87
demo,2026-04-06,Real,DISPONIBILIDADES,Local,ARS,1625123052.06
demo,2026-04-06,Real,Moneda extranjera,Local,ARS,1176554036.06
demo,2026-04-06,Real,Moneda extranjera,Extranjera,USD,761765.25
demo,2026-04-06,Real,Tipo de cambio USD,Local,USD,1544.51
demo,2026-04-06,Real,Bancos pesos,Local,ARS,128593934.95
demo,2026-04-06,Real,Inversiones,Local,ARS,310774775.19
demo,2026-04-06,Proyectado,Cobranzas Proyectadas,Local,ARS,33634763.92
demo,2026-04-06,Proyectado,Pagos programados,Local,ARS,-24434458.06
demo,2026-04-07,Real,DISPONIBILIDADES,Local,ARS,1597142291.98
demo,2026-04-07,Real,Moneda extranjera,Local,ARS,1125991448.9
demo,2026-04-07,Real,Moneda extranjera,Extranjera,USD,729028.27
demo,2026-04-07,Real,Tipo de cambio USD,Local,USD,1544.51
demo,2026-04-07,Real,Bancos pesos,Local,ARS,90617816.75
demo,2026-04-07,Real,Inversiones,Local,ARS,374215933.67
demo,2026-04-07,Proyectado,Cobranzas Proyectadas,Local,ARS,37490001.23
demo,2026-04-07,Proyectado,Pagos programados,Local,ARS,-31172908.57
demo,2026-04-08,Real,DISPONIBILIDADES,Local,ARS,1453168111.57
demo,2026-04-08,Real,Moneda extranjera,Local,ARS,931489584.82
demo,2026-04-08,Real,Moneda extranjera,Extranjera,USD,603097.16
demo,2026-04-08,Real,Tipo de cambio USD,Local,USD,1544.51
demo,2026-04-08,Real,Bancos pesos,Local,ARS,93003726.8
demo,2026-04-08,Real,Inversiones,Local,ARS,460992066.58
demo,2026-04-08,Proyectado,Cobranzas Proyectadas,Local,ARS,32341344.53
demo,2026-04-08,Proyectado,Pagos programados,Local,ARS,-64658611.16
demo,2026-04-09,Real,DISPONIBILIDADES,Local,ARS,1319212410.53
demo,2026-04-09,Real,Moneda extranjera,Local,ARS,797185112.14
demo,2026-04-09,Real,Moneda extranjera,Extranjera,USD,516141.12
demo,2026-04-09,Real,Tipo de cambio USD,Local,USD,1544.51
demo,2026-04-09,Real,Bancos pesos,Local,ARS,138436201.33
demo,2026-04-09,Real,Inversiones,Local,ARS,418443453.11
demo,2026-04-09,Proyectado,Cobranzas Proyectadas,Local,ARS,29230549.34
demo,2026-04-09,Proyectado,Pagos programados,Local,ARS,-64082905.4
demo,2026-04-10,Real,DISPONIBILIDADES,Local,ARS,1359129627.72
demo,2026-04-10,Real,Moneda extranjera,Local,ARS,823493685.83
demo,2026-04-10,Real,Moneda extranjera,Extranjera,USD,533174.72
demo,2026-04-10,Real,Tipo de cambio USD,Local,USD,1544.51
demo,2026-04-10,Real,Bancos pesos,Local,ARS,134796386.25
demo,2026-04-10,Real,Inversiones,Local,ARS,392629243.29
demo,2026-04-10,Proyectado,Cobranzas Proyectadas,Local,ARS,35782737.21
demo,2026-04-10,Proyectado,Pagos programados,Local,ARS,-27572424.87
demo,2026-04-11,Real,DISPONIBILIDADES,Local,ARS,1423368540.0
demo,2026-04-11,Real,Moneda extranjera,Local,ARS,838617457.28
demo,2026-04-11,Real,Moneda extranjera,Extranjera,USD,542966.68
demo,2026-04-11,Real,Tipo de cambio USD,Local,USD,1544.51
demo,2026-04-11,Real,Bancos pesos,Local,ARS,122925183.69
demo,2026-04-11,Real,Inversiones,Local,ARS,485135076.28
demo,2026-04-11,Proyectado,Cobranzas Proyectadas,Local,ARS,14655857.38
demo,2026-04-11,Proyectado,Pagos programados,Local,ARS,-37965034.63
demo,2026-04-12,Real,DISPONIBILIDADES,Local,ARS,1485245429.08
demo,2026-04-12,Real,Moneda extranjera,Local,ARS,1071154969.84
demo,2026-04-12,Real,Moneda extranjera,Extranjera,USD,693524.14
demo,2026-04-12,Real,Tipo de cambio USD,Local,USD,1544.51
demo,2026-04-12,Real,Bancos pesos,Local,ARS,133730284.78
demo,2026-04-12,Real,Inversiones,Local,ARS,302907935.86
demo,2026-04-12,Proyectado,Cobranzas Proyectadas,Local,ARS,28490672.7
demo,2026-04-12,Proyectado,Pagos programados,Local,ARS,-51038434.11
demo,2026-04-13,Real,DISPONIBILIDADES,Local,ARS,1589535380.92
demo,2026-04-13,Real,Moneda extranjera,Local,ARS,1149948888.9
demo,2026-04-13,Real,Moneda extranjera,Extranjera,USD,744539.62
demo,2026-04-13,Real,Tipo de cambio USD,Local,USD,1544.51
demo,2026-04-13,Real,Bancos pesos,Local,ARS,141786291.78
demo,2026-04-13,Real,Inversiones,Local,ARS,324728053.32
demo,2026-04-13,Proyectado,Cobranzas Proyectadas,Local,ARS,30996620.55
demo,2026-04-13,Proyectado,Pagos programados,Local,ARS,-57924473.64
demo,2026-04-14,Real,DISPONIBILIDADES,Local,ARS,1387612526.78
demo,2026-04-14,Real,Moneda extranjera,Local,ARS,840887144.33
demo,2026-04-14,Real,Moneda extranjera,Extranjera,USD,544436.19
demo,2026-04-14,Real,Tipo de cambio USD,Local,USD,1544.51
demo,2026-04-14,Real,Bancos pesos,Local,ARS,106509915.11
demo,2026-04-14,Real,Inversiones,Local,ARS,471662087.34
demo,2026-04-14,Proyectado,Cobranzas Proyectadas,Local,ARS,26795696.7
demo,2026-04-14,Proyectado,Pagos programados,Local,ARS,-58242316.7
demo,2026-04-15,Real,DISPONIBILIDADES,Local,ARS,1337538938.47
demo,2026-04-15,Real,Moneda extranjera,Local,ARS,790028088.83
demo,2026-04-15,Real,Moneda extranjera,Extranjera,USD,511507.27
demo,2026-04-15,Real,Tipo de cambio USD,Local,USD,1544.51
demo,2026-04-15,Real,Bancos pesos,Local,ARS,109465264.27
demo,2026-04-15,Real,Inversiones,Local,ARS,446019425.72
demo,2026-04-15,Proyectado,Cobranzas Proyectadas,Local,ARS,29202693.46
demo,2026-04-15,Proyectado,Pagos programados,Local,ARS,-37176533.8
demo,2026-04-16,Real,DISPONIBILIDADES,Local,ARS,1646823381.18
demo,2026-04-16,Real,Moneda extranjera,Local,ARS,1210963360.45
demo,2026-04-16,Real,Moneda extranjera,Extranjera,USD,784043.72
demo,2026-04-16,Real,Tipo de cambio USD,Local,USD,1544.51
demo,2026-04-16,Real,Bancos pesos,Local,ARS,133822318.35
demo,2026-04-16,Real,Inversiones,Local,ARS,341080774.18
demo,2026-04-16,Proyectado,Cobranzas Proyectadas,Local,ARS,38405447.53
demo,2026-04-16,Proyectado,Pagos programados,Local,ARS,-77448519.34
demo,2026-04-17,Real,DISPONIBILIDADES,Local,ARS,1555446090.03
demo,2026-04-17,Real,Moneda extranjera,Local,ARS,986666135.95
demo,2026-04-17,Real,Moneda extranjera,Extranjera,USD,638821.46
demo,2026-04-17,Real,Tipo de cambio USD,Local,USD,1544.51
demo,2026-04-17,Real,Bancos pesos,Local,ARS,148561008.04
demo,2026-04-17,Real,Inversiones,Local,ARS,445619481.36
demo,2026-04-17,Proyectado,Cobranzas Proyectadas,Local,ARS,23697601.97
demo,2026-04-17,Proyectado,Pagos programados,Local,ARS,-49098137.29
demo,2026-04-18,Real,DISPONIBILIDADES,Local,ARS,1652007732.09
demo,2026-04-18,Real,Moneda extranjera,Local,ARS,1071879586.86
demo,2026-04-18,Real,Moneda extranjera,Extranjera,USD,693993.3
demo,2026-04-18,Real,Tipo de cambio USD,Local,USD,1544.51
demo,2026-04-18,Real,Bancos pesos,Local,ARS,143766210.92
demo,2026-04-18,Real,Inversiones,Local,ARS,459213286.53
demo,2026-04-18,Proyectado,Cobranzas Proyectadas,Local,ARS,10073427.49
demo,2026-04-18,Proyectado,Pagos programados,Local,ARS,-32924779.71
demo,2026-04-19,Real,DISPONIBILIDADES,Local,ARS,1633798311.87
demo,2026-04-19,Real,Moneda extranjera,Local,ARS,1213435762.15
demo,2026-04-19,Real,Moneda extranjera,Extranjera,USD,785644.49
demo,2026-04-19,Real,Tipo de cambio USD,Local,USD,1544.51
demo,2026-04-19,Real,Bancos pesos,Local,ARS,126724324.37
demo,2026-04-19,Real,Inversiones,Local,ARS,344603610.24
demo,2026-04-19,Proyectado,Cobranzas Proyectadas,Local,ARS,15694220.46
demo,2026-04-19,Proyectado,Pagos programados,Local,ARS,-66659605.35
demo,2026-04-20,Real,DISPONIBILIDADES,Local,ARS,1540199695.5
demo,2026-04-20,Real,Moneda extranjera,Local,ARS,1054777822.98
demo,2026-04-20,Real,Moneda extranjera,Extranjera,USD,682920.68
demo,2026-04-20,Real,Tipo de cambio USD,Local,USD,1544.51
demo,2026-04-20,Real,Bancos pesos,Local,ARS,118257587.4
demo,2026-04-20,Real,Inversiones,Local,ARS,415385651.82
demo,2026-04-20,Proyectado,Cobranzas Proyectadas,Local,ARS,25389788.67
demo,2026-04-20,Proyectado,Pagos programados,Local,ARS,-73611155.38
demo,2026-04-21,Real,DISPONIBILIDADES,Local,ARS,1313282835.27
demo,2026-04-21,Real,Moneda extranjera,Local,ARS,870555081.91
demo,2026-04-21,Real,Moneda extranjera,Extranjera,USD,563644.83
demo,2026-04-21,Real,Tipo de cambio USD,Local,USD,1544.51
demo,2026-04-21,Real,Bancos pesos,Local,ARS,155778905.05
demo,2026-04-21,Real,Inversiones,Local,ARS,311003955.1
demo,2026-04-21,Proyectado,Cobranzas Proyectadas,Local,ARS,35103131.74
demo,2026-04-21,Proyectado,Pagos programados,Local,ARS,-59158238.54
demo,2026-04-22,Real,DISPONIBILIDADES,Local,ARS,1550208130.32
demo,2026-04-22,Real,Moneda extranjera,Local,ARS,945993360.82
demo,2026-04-22,Real,Moneda extranjera,Extranjera,USD,612487.69
demo,2026-04-22,Real,Tipo de cambio USD,Local,USD,1544.51
demo,2026-04-22,Real,Bancos pesos,Local,ARS,110678598.45
demo,2026-04-22,Real,Inversiones,Local,ARS,491215728.74
demo,2026-04-22,Proyectado,Cobranzas Proyectadas,Local,ARS,33462222.06
demo,2026-04-22,Proyectado,Pagos programados,Local,ARS,-31141779.75
demo,2026-04-23,Real,DISPONIBILIDADES,Local,ARS,1408159578.36
demo,2026-04-23,Real,Moneda extranjera,Local,ARS,985301934.49
demo,2026-04-23,Real,Moneda extranjera,Extranjera,USD,637938.2
demo,2026-04-23,Real,Tipo de cambio USD,Local,USD,1544.51
demo,2026-04-23,Real,Bancos pesos,Local,ARS,124824487.43
demo,2026-04-23,Real,Inversiones,Local,ARS,305710163.92
demo,2026-04-23,Proyectado,Cobranzas Proyectadas,Local,ARS,38842130.96
demo,2026-04-23,Proyectado,Pagos programados,Local,ARS,-46519138.44
demo,2026-04-24,Real,DISPONIBILIDADES,Local,ARS,1701804770.35
demo,2026-04-24,Real,Moneda extranjera,Local,ARS,1093751006.23
demo,2026-04-24,Real,Moneda extranjera,Extranjera,USD,708154.05
demo,2026-04-24,Real,Tipo de cambio USD,Local,USD,1544.51
demo,2026-04-24,Real,Bancos pesos,Local,ARS,154027540.15
demo,2026-04-24,Real,Inversiones,Local,ARS,484902676.66
demo,2026-04-24,Proyectado,Cobranzas Proyectadas,Local,ARS,18752196.69
demo,2026-04-24,Proyectado,Pagos programados,Local,ARS,-49628649.38
