hotel,fecha,tipo,total_occ,arr_rooms,comp_rooms,house_use,deduct_indiv,deduct_group,occ_pct,room_revenue,adr,dep_rooms,day_use,no_show,ooo,personas,fecha_reporte
demo-centro,2025-06-30,History,152,53,0,0,133,19,0.6909,25206.85,165.83,50,0,0,0,258,2026-09-25
demo-costa,2025-06-30,History,52,18,0,0,43,9,0.3714,7576.48,145.7,17,0,0,0,88,2026-09-25
demo-centro,2025-07-01,History,154,54,0,0,135,19,0.7,27351.2,177.61,51,0,0,0,262,2026-09-25
demo-costa,2025-07-01,History,70,24,0,0,62,8,0.5,10916.53,155.95,23,0,0,0,119,2026-09-25
demo-centro,2025-07-02,History,144,50,0,0,126,18,0.6545,24595.83,170.8,48,0,0,0,245,2026-09-25
demo-costa,2025-07-02,History,80,28,0,0,52,28,0.5714,12342.67,154.28,26,0,0,0,136,2026-09-25
demo-centro,2025-07-03,History,187,65,0,0,168,19,0.85,33091.51,176.96,62,0,0,0,318,2026-09-25
demo-costa,2025-07-03,History,79,28,0,0,70,9,0.5643,11385.44,144.12,26,0,0,0,134,2026-09-25
demo-centro,2025-07-04,History,177,62,0,0,136,41,0.8045,29507.48,166.71,58,0,0,0,301,2026-09-25
demo-costa,2025-07-04,History,87,30,0,0,73,14,0.6214,13291.15,152.77,29,0,0,0,148,2026-09-25
demo-centro,2025-07-05,History,174,61,0,0,118,56,0.7909,28774.23,165.37,57,0,0,0,296,2026-09-25
demo-costa,2025-07-05,History,81,28,0,0,66,15,0.5786,11925.82,147.23,27,0,0,0,138,2026-09-25
demo-centro,2025-07-06,History,155,54,0,0,122,33,0.7045,25349.42,163.54,51,0,0,0,264,2026-09-25
demo-costa,2025-07-06,History,74,26,0,0,55,19,0.5286,11733.47,158.56,24,0,0,0,126,2026-09-25
demo-centro,2025-07-07,History,177,62,0,0,129,48,0.8045,30635.34,173.08,58,0,0,0,301,2026-09-25
demo-costa,2025-07-07,History,77,27,0,0,64,13,0.55,11360.21,147.54,25,0,0,0,131,2026-09-25
demo-centro,2025-07-08,History,147,51,0,0,118,29,0.6682,25614.87,174.25,49,0,0,0,250,2026-09-25
demo-costa,2025-07-08,History,75,26,0,0,52,23,0.5357,10913.68,145.52,25,0,0,0,128,2026-09-25
demo-centro,2025-07-09,History,163,57,0,0,124,39,0.7409,27719.71,170.06,54,0,0,0,277,2026-09-25
demo-costa,2025-07-09,History,71,25,0,0,52,19,0.5071,10528.87,148.29,23,0,0,0,121,2026-09-25
demo-centro,2025-07-10,History,163,57,0,0,128,35,0.7409,27934.62,171.38,54,0,0,0,277,2026-09-25
demo-costa,2025-07-10,History,67,23,0,0,56,11,0.4786,10584.77,157.98,22,0,0,0,114,2026-09-25
demo-centro,2025-07-11,History,180,63,0,0,120,60,0.8182,31064.45,172.58,59,0,0,0,306,2026-09-25
demo-costa,2025-07-11,History,85,30,0,0,70,15,0.6071,12633.8,148.63,28,0,0,0,144,2026-09-25
demo-centro,2025-07-12,History,173,61,0,0,128,45,0.7864,28969.75,167.46,57,0,0,0,294,2026-09-25
demo-costa,2025-07-12,History,81,28,0,0,64,17,0.5786,12190.83,150.5,27,0,0,0,138,2026-09-25
demo-centro,2025-07-13,History,148,52,0,0,99,49,0.6727,24495.05,165.51,49,0,0,0,252,2026-09-25
demo-costa,2025-07-13,History,67,23,0,0,58,9,0.4786,10228.92,152.67,22,0,0,0,114,2026-09-25
demo-centro,2025-07-14,History,154,54,0,0,105,49,0.7,26541.74,172.35,51,0,0,0,262,2026-09-25
demo-costa,2025-07-14,History,76,27,0,0,66,10,0.5429,11481.5,151.07,25,0,0,0,129,2026-09-25
demo-centro,2025-07-15,History,145,51,0,0,125,20,0.6591,25508.09,175.92,48,0,0,0,246,2026-09-25
demo-costa,2025-07-15,History,65,23,0,0,54,11,0.4643,9449.8,145.38,21,0,0,0,110,2026-09-25
demo-centro,2025-07-16,History,158,55,0,0,110,48,0.7182,26021.55,164.69,52,0,0,0,269,2026-09-25
demo-costa,2025-07-16,History,83,29,0,0,58,25,0.5929,12522.5,150.87,27,0,0,0,141,2026-09-25
demo-centro,2025-07-17,History,145,51,0,0,103,42,0.6591,25718.85,177.37,48,0,0,0,246,2026-09-25
demo-costa,2025-07-17,History,80,28,0,0,66,14,0.5714,11914.84,148.94,26,0,0,0,136,2026-09-25
demo-centro,2025-07-18,History,192,67,0,0,140,52,0.8727,33446.66,174.2,63,0,0,0,326,2026-09-25
demo-costa,2025-07-18,History,83,29,0,0,71,12,0.5929,12879.15,155.17,27,0,0,0,141,2026-09-25
demo-centro,2025-07-19,History,172,60,0,0,126,46,0.7818,28773.5,167.29,57,0,0,0,292,2026-09-25
demo-costa,2025-07-19,History,93,33,0,0,66,27,0.6643,14172.03,152.39,31,0,0,0,158,2026-09-25
demo-centro,2025-07-20,History,148,52,0,0,118,30,0.6727,25704.81,173.68,49,0,0,0,252,2026-09-25
demo-costa,2025-07-20,History,58,20,0,0,38,20,0.4143,8743.56,150.75,19,0,0,0,99,2026-09-25
demo-centro,2025-07-21,History,163,57,0,0,116,47,0.7409,27930.69,171.35,54,0,0,0,277,2026-09-25
demo-costa,2025-07-21,History,76,27,0,0,52,24,0.5429,11888.0,156.42,25,0,0,0,129,2026-09-25
demo-centro,2025-07-22,History,173,61,0,0,120,53,0.7864,29733.59,171.87,57,0,0,0,294,2026-09-25
demo-costa,2025-07-22,History,69,24,0,0,48,21,0.4929,10677.8,154.75,23,0,0,0,117,2026-09-25
demo-centro,2025-07-23,History,144,50,0,0,94,50,0.6545,23321.15,161.95,48,0,0,0,245,2026-09-25
demo-costa,2025-07-23,History,81,28,0,0,65,16,0.5786,12715.41,156.98,27,0,0,0,138,2026-09-25
demo-centro,2025-07-24,History,148,52,0,0,133,15,0.6727,24281.3,164.06,49,0,0,0,252,2026-09-25
demo-costa,2025-07-24,History,77,27,0,0,55,22,0.55,11129.78,144.54,25,0,0,0,131,2026-09-25
demo-centro,2025-07-25,History,178,62,0,0,142,36,0.8091,30746.82,172.73,59,0,0,0,303,2026-09-25
demo-costa,2025-07-25,History,81,28,0,0,66,15,0.5786,12347.05,152.43,27,0,0,0,138,2026-09-25
demo-centro,2025-07-26,History,201,70,0,0,138,63,0.9136,35030.44,174.28,66,0,0,0,342,2026-09-25
demo-costa,2025-07-26,History,102,36,0,0,89,13,0.7286,14720.52,144.32,34,0,0,0,173,2026-09-25
demo-centro,2025-07-27,History,140,49,0,0,103,37,0.6364,23368.6,166.92,46,0,0,0,238,2026-09-25
demo-costa,2025-07-27,History,76,27,0,0,67,9,0.5429,11079.25,145.78,25,0,0,0,129,2026-09-25
demo-centro,2025-07-28,History,148,52,0,0,101,47,0.6727,26154.03,176.72,49,0,0,0,252,2026-09-25
demo-costa,2025-07-28,History,80,28,0,0,53,27,0.5714,12111.54,151.39,26,0,0,0,136,2026-09-25
demo-centro,2025-07-29,History,156,55,0,0,132,24,0.7091,26166.67,167.74,51,0,0,0,265,2026-09-25
demo-costa,2025-07-29,History,80,28,0,0,57,23,0.5714,12200.25,152.5,26,0,0,0,136,2026-09-25
demo-centro,2025-07-30,History,164,57,0,0,111,53,0.7455,27303.9,166.49,54,0,0,0,279,2026-09-25
demo-costa,2025-07-30,History,80,28,0,0,62,18,0.5714,12257.2,153.22,26,0,0,0,136,2026-09-25
demo-centro,2025-07-31,History,156,55,0,0,125,31,0.7091,26781.41,171.68,51,0,0,0,265,2026-09-25
demo-costa,2025-07-31,History,72,25,0,0,64,8,0.5143,11001.54,152.8,24,0,0,0,122,2026-09-25
demo-centro,2025-08-01,History,166,58,0,0,109,57,0.7545,27887.84,168.0,55,0,0,0,282,2026-09-25
demo-costa,2025-08-01,History,65,23,0,0,45,20,0.4643,9324.93,143.46,21,0,0,0,110,2026-09-25
demo-centro,2025-08-02,History,148,52,0,0,103,45,0.6727,23435.4,158.35,49,0,0,0,252,2026-09-25
demo-costa,2025-08-02,History,65,23,0,0,46,19,0.4643,9838.59,151.36,21,0,0,0,110,2026-09-25
demo-centro,2025-08-03,History,131,46,0,0,115,16,0.5955,22356.94,170.66,43,0,0,0,223,2026-09-25
demo-costa,2025-08-03,History,49,17,0,0,34,15,0.35,7247.27,147.9,16,0,0,0,83,2026-09-25
demo-centro,2025-08-04,History,160,56,0,0,112,48,0.7273,27952.08,174.7,53,0,0,0,272,2026-09-25
demo-costa,2025-08-04,History,46,16,0,0,32,14,0.3286,6554.67,142.49,15,0,0,0,78,2026-09-25
demo-centro,2025-08-05,History,152,53,0,0,105,47,0.6909,25322.53,166.6,50,0,0,0,258,2026-09-25
demo-costa,2025-08-05,History,54,19,0,0,36,18,0.3857,7992.74,148.01,18,0,0,0,92,2026-09-25
demo-centro,2025-08-06,History,127,44,0,0,90,37,0.5773,20675.5,162.8,42,0,0,0,216,2026-09-25
demo-costa,2025-08-06,History,59,21,0,0,41,18,0.4214,8350.22,141.53,19,0,0,0,100,2026-09-25
demo-centro,2025-08-07,History,120,42,0,0,97,23,0.5455,20827.69,173.56,40,0,0,0,204,2026-09-25
demo-costa,2025-08-07,History,54,19,0,0,43,11,0.3857,8223.17,152.28,18,0,0,0,92,2026-09-25
demo-centro,2025-08-08,History,180,63,0,0,154,26,0.8182,29737.2,165.21,59,0,0,0,306,2026-09-25
demo-costa,2025-08-08,History,67,23,0,0,44,23,0.4786,9453.67,141.1,22,0,0,0,114,2026-09-25
demo-centro,2025-08-09,History,178,62,0,0,153,25,0.8091,28418.02,159.65,59,0,0,0,303,2026-09-25
demo-costa,2025-08-09,History,64,22,0,0,50,14,0.4571,9549.4,149.21,21,0,0,0,109,2026-09-25
demo-centro,2025-08-10,History,132,46,0,0,97,35,0.6,21351.11,161.75,44,0,0,0,224,2026-09-25
demo-costa,2025-08-10,History,55,19,0,0,39,16,0.3929,8406.55,152.85,18,0,0,0,94,2026-09-25
demo-centro,2025-08-11,History,148,52,0,0,109,39,0.6727,23684.43,160.03,49,0,0,0,252,2026-09-25
demo-costa,2025-08-11,History,59,21,0,0,41,18,0.4214,8697.37,147.41,19,0,0,0,100,2026-09-25
demo-centro,2025-08-12,History,141,49,0,0,122,19,0.6409,23359.71,165.67,47,0,0,0,240,2026-09-25
demo-costa,2025-08-12,History,63,22,0,0,55,8,0.45,9717.82,154.25,21,0,0,0,107,2026-09-25
demo-centro,2025-08-13,History,140,49,0,0,97,43,0.6364,23241.97,166.01,46,0,0,0,238,2026-09-25
demo-costa,2025-08-13,History,57,20,0,0,44,13,0.4071,8406.7,147.49,19,0,0,0,97,2026-09-25
demo-centro,2025-08-14,History,135,47,0,0,91,44,0.6136,22290.68,165.12,45,0,0,0,230,2026-09-25
demo-costa,2025-08-14,History,65,23,0,0,53,12,0.4643,9376.48,144.25,21,0,0,0,110,2026-09-25
demo-centro,2025-08-15,History,166,58,0,0,129,37,0.7545,28178.27,169.75,55,0,0,0,282,2026-09-25
demo-costa,2025-08-15,History,58,20,0,0,45,13,0.4143,8304.96,143.19,19,0,0,0,99,2026-09-25
demo-centro,2025-08-16,History,161,56,0,0,138,23,0.7318,27311.95,169.64,53,0,0,0,274,2026-09-25
demo-costa,2025-08-16,History,55,19,0,0,40,15,0.3929,8470.4,154.01,18,0,0,0,94,2026-09-25
demo-centro,2025-08-17,History,143,50,0,0,108,35,0.65,23607.27,165.09,47,0,0,0,243,2026-09-25
demo-costa,2025-08-17,History,50,18,0,0,36,14,0.3571,7201.66,144.03,16,0,0,0,85,2026-09-25
demo-centro,2025-08-18,History,144,50,0,0,97,47,0.6545,23390.84,162.44,48,0,0,0,245,2026-09-25
demo-costa,2025-08-18,History,66,23,0,0,56,10,0.4714,10239.01,155.14,22,0,0,0,112,2026-09-25
demo-centro,2025-08-19,History,136,48,0,0,90,46,0.6182,22570.52,165.96,45,0,0,0,231,2026-09-25
demo-costa,2025-08-19,History,47,16,0,0,38,9,0.3357,6702.77,142.61,16,0,0,0,80,2026-09-25
demo-centro,2025-08-20,History,164,57,0,0,134,30,0.7455,26683.65,162.71,54,0,0,0,279,2026-09-25
demo-costa,2025-08-20,History,59,21,0,0,47,12,0.4214,8801.91,149.18,19,0,0,0,100,2026-09-25
demo-centro,2025-08-21,History,147,51,0,0,125,22,0.6682,25540.12,173.74,49,0,0,0,250,2026-09-25
demo-costa,2025-08-21,History,61,21,0,0,46,15,0.4357,8952.03,146.75,20,0,0,0,104,2026-09-25
demo-centro,2025-08-22,History,156,55,0,0,133,23,0.7091,26189.75,167.88,51,0,0,0,265,2026-09-25
demo-costa,2025-08-22,History,68,24,0,0,53,15,0.4857,10300.1,151.47,22,0,0,0,116,2026-09-25
demo-centro,2025-08-23,History,160,56,0,0,116,44,0.7273,25610.68,160.07,53,0,0,0,272,2026-09-25
demo-costa,2025-08-23,History,68,24,0,0,47,21,0.4857,9743.85,143.29,22,0,0,0,116,2026-09-25
demo-centro,2025-08-24,History,146,51,0,0,117,29,0.6636,24911.62,170.63,48,0,0,0,248,2026-09-25
demo-costa,2025-08-24,History,49,17,0,0,36,13,0.35,7129.13,145.49,16,0,0,0,83,2026-09-25
demo-centro,2025-08-25,History,141,49,0,0,112,29,0.6409,23444.09,166.27,47,0,0,0,240,2026-09-25
demo-costa,2025-08-25,History,60,21,0,0,51,9,0.4286,8729.4,145.49,20,0,0,0,102,2026-09-25
demo-centro,2025-08-26,History,147,51,0,0,121,26,0.6682,24227.76,164.81,49,0,0,0,250,2026-09-25
demo-costa,2025-08-26,History,59,21,0,0,45,14,0.4214,8634.37,146.35,19,0,0,0,100,2026-09-25
demo-centro,2025-08-27,History,127,44,0,0,100,27,0.5773,21866.43,172.18,42,0,0,0,216,2026-09-25
demo-costa,2025-08-27,History,59,21,0,0,53,6,0.4214,8293.69,140.57,19,0,0,0,100,2026-09-25
demo-centro,2025-08-28,History,139,49,0,0,110,29,0.6318,22794.82,163.99,46,0,0,0,236,2026-09-25
demo-costa,2025-08-28,History,56,20,0,0,39,17,0.4,8159.67,145.71,18,0,0,0,95,2026-09-25
demo-centro,2025-08-29,History,166,58,0,0,148,18,0.7545,27140.83,163.5,55,0,0,0,282,2026-09-25
demo-costa,2025-08-29,History,77,27,0,0,57,20,0.55,11079.41,143.89,25,0,0,0,131,2026-09-25
demo-centro,2025-08-30,History,148,52,0,0,108,40,0.6727,24300.16,164.19,49,0,0,0,252,2026-09-25
demo-costa,2025-08-30,History,78,27,0,0,59,19,0.5571,12051.21,154.5,26,0,0,0,133,2026-09-25
demo-centro,2025-08-31,History,130,46,0,0,96,34,0.5909,20746.66,159.59,43,0,0,0,221,2026-09-25
demo-costa,2025-08-31,History,58,20,0,0,47,11,0.4143,8751.33,150.89,19,0,0,0,99,2026-09-25
demo-centro,2025-09-01,History,170,59,0,0,132,38,0.7727,28440.87,167.3,56,0,0,0,289,2026-09-25
demo-costa,2025-09-01,History,68,24,0,0,61,7,0.4857,10602.23,155.92,22,0,0,0,116,2026-09-25
demo-centro,2025-09-02,History,152,53,0,0,137,15,0.6909,25350.19,166.78,50,0,0,0,258,2026-09-25
demo-costa,2025-09-02,History,84,29,0,0,73,11,0.6,12113.42,144.21,28,0,0,0,143,2026-09-25
demo-centro,2025-09-03,History,150,52,0,0,111,39,0.6818,25627.67,170.85,50,0,0,0,255,2026-09-25
demo-costa,2025-09-03,History,72,25,0,0,50,22,0.5143,10603.84,147.28,24,0,0,0,122,2026-09-25
demo-centro,2025-09-04,History,155,54,0,0,103,52,0.7045,26006.49,167.78,51,0,0,0,264,2026-09-25
demo-costa,2025-09-04,History,72,25,0,0,51,21,0.5143,10706.02,148.69,24,0,0,0,122,2026-09-25
demo-centro,2025-09-05,History,160,56,0,0,124,36,0.7273,25949.49,162.18,53,0,0,0,272,2026-09-25
demo-costa,2025-09-05,History,89,31,0,0,76,13,0.6357,13938.21,156.61,29,0,0,0,151,2026-09-25
demo-centro,2025-09-06,History,193,68,0,0,165,28,0.8773,33711.7,174.67,64,0,0,0,328,2026-09-25
demo-costa,2025-09-06,History,81,28,0,0,57,24,0.5786,12656.3,156.25,27,0,0,0,138,2026-09-25
demo-centro,2025-09-07,History,149,52,0,0,125,24,0.6773,25318.26,169.92,49,0,0,0,253,2026-09-25
demo-costa,2025-09-07,History,72,25,0,0,53,19,0.5143,10483.36,145.6,24,0,0,0,122,2026-09-25
demo-centro,2025-09-08,History,145,51,0,0,120,25,0.6591,24435.92,168.52,48,0,0,0,246,2026-09-25
demo-costa,2025-09-08,History,63,22,0,0,44,19,0.45,9099.32,144.43,21,0,0,0,107,2026-09-25
demo-centro,2025-09-09,History,153,54,0,0,102,51,0.6955,26525.68,173.37,50,0,0,0,260,2026-09-25
demo-costa,2025-09-09,History,70,24,0,0,59,11,0.5,10941.72,156.31,23,0,0,0,119,2026-09-25
demo-centro,2025-09-10,History,166,58,0,0,134,32,0.7545,28482.23,171.58,55,0,0,0,282,2026-09-25
demo-costa,2025-09-10,History,73,26,0,0,56,17,0.5214,11388.27,156.0,24,0,0,0,124,2026-09-25
demo-centro,2025-09-11,History,167,58,0,0,112,55,0.7591,27692.42,165.82,55,0,0,0,284,2026-09-25
demo-costa,2025-09-11,History,71,25,0,0,49,22,0.5071,10452.67,147.22,23,0,0,0,121,2026-09-25
demo-centro,2025-09-12,History,171,60,0,0,140,31,0.7773,29223.17,170.9,56,0,0,0,291,2026-09-25
demo-costa,2025-09-12,History,91,32,0,0,62,29,0.65,13875.82,152.48,30,0,0,0,155,2026-09-25
demo-centro,2025-09-13,History,164,57,0,0,139,25,0.7455,28882.67,176.11,54,0,0,0,279,2026-09-25
demo-costa,2025-09-13,History,85,30,0,0,67,18,0.6071,13160.03,154.82,28,0,0,0,144,2026-09-25
demo-centro,2025-09-14,History,135,47,0,0,100,35,0.6136,22090.01,163.63,45,0,0,0,230,2026-09-25
demo-costa,2025-09-14,History,67,23,0,0,51,16,0.4786,10132.36,151.23,22,0,0,0,114,2026-09-25
demo-centro,2025-09-15,History,146,51,0,0,123,23,0.6636,25229.58,172.81,48,0,0,0,248,2026-09-25
demo-costa,2025-09-15,History,61,21,0,0,51,10,0.4357,8789.75,144.09,20,0,0,0,104,2026-09-25
demo-centro,2025-09-16,History,158,55,0,0,117,41,0.7182,25891.71,163.87,52,0,0,0,269,2026-09-25
demo-costa,2025-09-16,History,76,27,0,0,64,12,0.5429,11416.19,150.21,25,0,0,0,129,2026-09-25
demo-centro,2025-09-17,History,164,57,0,0,138,26,0.7455,27566.63,168.09,54,0,0,0,279,2026-09-25
demo-costa,2025-09-17,History,81,28,0,0,54,27,0.5786,12176.14,150.32,27,0,0,0,138,2026-09-25
demo-centro,2025-09-18,History,162,57,0,0,145,17,0.7364,26700.82,164.82,53,0,0,0,275,2026-09-25
demo-costa,2025-09-18,History,81,28,0,0,63,18,0.5786,11961.25,147.67,27,0,0,0,138,2026-09-25
demo-centro,2025-09-19,History,187,65,0,0,158,29,0.85,31173.42,166.7,62,0,0,0,318,2026-09-25
demo-costa,2025-09-19,History,81,28,0,0,65,16,0.5786,11920.89,147.17,27,0,0,0,138,2026-09-25
demo-centro,2025-09-20,History,164,57,0,0,121,43,0.7455,26386.93,160.9,54,0,0,0,279,2026-09-25
demo-costa,2025-09-20,History,81,28,0,0,70,11,0.5786,11895.38,146.86,27,0,0,0,138,2026-09-25
demo-centro,2025-09-21,History,152,53,0,0,121,31,0.6909,24623.07,161.99,50,0,0,0,258,2026-09-25
demo-costa,2025-09-21,History,63,22,0,0,48,15,0.45,9206.32,146.13,21,0,0,0,107,2026-09-25
demo-centro,2025-09-22,History,156,55,0,0,116,40,0.7091,25401.53,162.83,51,0,0,0,265,2026-09-25
demo-costa,2025-09-22,History,68,24,0,0,56,12,0.4857,10633.04,156.37,22,0,0,0,116,2026-09-25
demo-centro,2025-09-23,History,159,56,0,0,136,23,0.7227,27130.98,170.64,52,0,0,0,270,2026-09-25
demo-costa,2025-09-23,History,79,28,0,0,57,22,0.5643,12197.11,154.39,26,0,0,0,134,2026-09-25
demo-centro,2025-09-24,History,150,52,0,0,112,38,0.6818,24190.85,161.27,50,0,0,0,255,2026-09-25
demo-costa,2025-09-24,History,68,24,0,0,49,19,0.4857,9872.17,145.18,22,0,0,0,116,2026-09-25
demo-centro,2025-09-25,History,144,50,0,0,108,36,0.6545,25183.53,174.89,48,0,0,0,245,2026-09-25
demo-costa,2025-09-25,History,68,24,0,0,57,11,0.4857,10180.69,149.72,22,0,0,0,116,2026-09-25
demo-centro,2025-09-26,History,186,65,0,0,150,36,0.8455,32715.54,175.89,61,0,0,0,316,2026-09-25
demo-costa,2025-09-26,History,77,27,0,0,61,16,0.55,11656.62,151.38,25,0,0,0,131,2026-09-25
demo-centro,2025-09-27,History,157,55,0,0,104,53,0.7136,25707.87,163.74,52,0,0,0,267,2026-09-25
demo-costa,2025-09-27,History,81,28,0,0,57,24,0.5786,11864.07,146.47,27,0,0,0,138,2026-09-25
demo-centro,2025-09-28,History,128,45,0,0,93,35,0.5818,21091.96,164.78,42,0,0,0,218,2026-09-25
demo-costa,2025-09-28,History,77,27,0,0,61,16,0.55,11104.56,144.22,25,0,0,0,131,2026-09-25
demo-centro,2025-09-29,History,139,49,0,0,99,40,0.6318,22362.59,160.88,46,0,0,0,236,2026-09-25
demo-costa,2025-09-29,History,72,25,0,0,56,16,0.5143,11041.58,153.36,24,0,0,0,122,2026-09-25
demo-centro,2025-09-30,History,151,53,0,0,122,29,0.6864,25492.79,168.83,50,0,0,0,257,2026-09-25
demo-costa,2025-09-30,History,67,23,0,0,57,10,0.4786,10561.86,157.64,22,0,0,0,114,2026-09-25
demo-centro,2025-10-01,History,158,55,0,0,131,27,0.7182,26934.06,170.47,52,0,0,0,269,2026-09-25
demo-costa,2025-10-01,History,92,32,0,0,80,12,0.6571,13472.87,146.44,30,0,0,0,156,2026-09-25
demo-centro,2025-10-02,History,143,50,0,0,102,41,0.65,23650.01,165.38,47,0,0,0,243,2026-09-25
demo-costa,2025-10-02,History,84,29,0,0,56,28,0.6,13211.46,157.28,28,0,0,0,143,2026-09-25
demo-centro,2025-10-03,History,161,56,0,0,128,33,0.7318,26329.79,163.54,53,0,0,0,274,2026-09-25
demo-costa,2025-10-03,History,86,30,0,0,59,27,0.6143,12878.81,149.75,28,0,0,0,146,2026-09-25
demo-centro,2025-10-04,History,182,64,0,0,133,49,0.8273,29460.73,161.87,60,0,0,0,309,2026-09-25
demo-costa,2025-10-04,History,107,37,0,0,75,32,0.7643,17267.23,161.38,35,0,0,0,182,2026-09-25
demo-centro,2025-10-05,History,138,48,0,0,92,46,0.6273,22481.91,162.91,46,0,0,0,235,2026-09-25
demo-costa,2025-10-05,History,78,27,0,0,62,16,0.5571,11505.44,147.51,26,0,0,0,133,2026-09-25
demo-centro,2025-10-06,History,164,57,0,0,132,32,0.7455,27138.18,165.48,54,0,0,0,279,2026-09-25
demo-costa,2025-10-06,History,90,31,0,0,70,20,0.6429,13194.02,146.6,30,0,0,0,153,2026-09-25
demo-centro,2025-10-07,History,158,55,0,0,141,17,0.7182,25534.71,161.61,52,0,0,0,269,2026-09-25
demo-costa,2025-10-07,History,81,28,0,0,60,21,0.5786,12424.13,153.38,27,0,0,0,138,2026-09-25
demo-centro,2025-10-08,History,167,58,0,0,135,32,0.7591,29341.07,175.7,55,0,0,0,284,2026-09-25
demo-costa,2025-10-08,History,90,31,0,0,74,16,0.6429,14357.29,159.53,30,0,0,0,153,2026-09-25
demo-centro,2025-10-09,History,160,56,0,0,119,41,0.7273,26399.33,165.0,53,0,0,0,272,2026-09-25
demo-costa,2025-10-09,History,86,30,0,0,65,21,0.6143,13140.15,152.79,28,0,0,0,146,2026-09-25
demo-centro,2025-10-10,History,166,58,0,0,148,18,0.7545,27434.71,165.27,55,0,0,0,282,2026-09-25
demo-costa,2025-10-10,History,90,31,0,0,75,15,0.6429,13304.04,147.82,30,0,0,0,153,2026-09-25
demo-centro,2025-10-11,History,172,60,0,0,126,46,0.7818,29027.55,168.76,57,0,0,0,292,2026-09-25
demo-costa,2025-10-11,History,88,31,0,0,73,15,0.6286,14164.3,160.96,29,0,0,0,150,2026-09-25
demo-centro,2025-10-12,History,152,53,0,0,99,53,0.6909,24614.32,161.94,50,0,0,0,258,2026-09-25
demo-costa,2025-10-12,History,70,24,0,0,51,19,0.5,10758.31,153.69,23,0,0,0,119,2026-09-25
demo-centro,2025-10-13,History,172,60,0,0,124,48,0.7818,30283.78,176.07,57,0,0,0,292,2026-09-25
demo-costa,2025-10-13,History,88,31,0,0,77,11,0.6286,13417.87,152.48,29,0,0,0,150,2026-09-25
demo-centro,2025-10-14,History,158,55,0,0,107,51,0.7182,25897.41,163.91,52,0,0,0,269,2026-09-25
demo-costa,2025-10-14,History,86,30,0,0,76,10,0.6143,13047.39,151.71,28,0,0,0,146,2026-09-25
demo-centro,2025-10-15,History,136,48,0,0,93,43,0.6182,23472.15,172.59,45,0,0,0,231,2026-09-25
demo-costa,2025-10-15,History,78,27,0,0,58,20,0.5571,12266.18,157.26,26,0,0,0,133,2026-09-25
demo-centro,2025-10-16,History,149,52,0,0,130,19,0.6773,23934.0,160.63,49,0,0,0,253,2026-09-25
demo-costa,2025-10-16,History,68,24,0,0,55,13,0.4857,10293.6,151.38,22,0,0,0,116,2026-09-25
demo-centro,2025-10-17,History,188,66,0,0,132,56,0.8545,33082.28,175.97,62,0,0,0,320,2026-09-25
demo-costa,2025-10-17,History,91,32,0,0,67,24,0.65,13421.6,147.49,30,0,0,0,155,2026-09-25
demo-centro,2025-10-18,History,165,58,0,0,109,56,0.75,27487.47,166.59,54,0,0,0,280,2026-09-25
demo-costa,2025-10-18,History,95,33,0,0,67,28,0.6786,15190.61,159.9,31,0,0,0,162,2026-09-25
demo-centro,2025-10-19,History,151,53,0,0,114,37,0.6864,25458.58,168.6,50,0,0,0,257,2026-09-25
demo-costa,2025-10-19,History,74,26,0,0,57,17,0.5286,11486.5,155.22,24,0,0,0,126,2026-09-25
demo-centro,2025-10-20,History,154,54,0,0,126,28,0.7,25945.99,168.48,51,0,0,0,262,2026-09-25
demo-costa,2025-10-20,History,85,30,0,0,57,28,0.6071,13569.64,159.64,28,0,0,0,144,2026-09-25
demo-centro,2025-10-21,History,157,55,0,0,130,27,0.7136,26889.93,171.27,52,0,0,0,267,2026-09-25
demo-costa,2025-10-21,History,98,34,0,0,64,34,0.7,15280.08,155.92,32,0,0,0,167,2026-09-25
demo-centro,2025-10-22,History,171,60,0,0,150,21,0.7773,28930.88,169.19,56,0,0,0,291,2026-09-25
demo-costa,2025-10-22,History,94,33,0,0,67,27,0.6714,15130.22,160.96,31,0,0,0,160,2026-09-25
demo-centro,2025-10-23,History,157,55,0,0,106,51,0.7136,26504.08,168.82,52,0,0,0,267,2026-09-25
demo-costa,2025-10-23,History,86,30,0,0,59,27,0.6143,12766.63,148.45,28,0,0,0,146,2026-09-25
demo-centro,2025-10-24,History,172,60,0,0,148,24,0.7818,29485.24,171.43,57,0,0,0,292,2026-09-25
demo-costa,2025-10-24,History,91,32,0,0,73,18,0.65,14161.94,155.63,30,0,0,0,155,2026-09-25
demo-centro,2025-10-25,History,177,62,0,0,139,38,0.8045,29553.33,166.97,58,0,0,0,301,2026-09-25
demo-costa,2025-10-25,History,98,34,0,0,78,20,0.7,15042.29,153.49,32,0,0,0,167,2026-09-25
demo-centro,2025-10-26,History,158,55,0,0,118,40,0.7182,25813.57,163.38,52,0,0,0,269,2026-09-25
demo-costa,2025-10-26,History,84,29,0,0,66,18,0.6,13093.7,155.88,28,0,0,0,143,2026-09-25
demo-centro,2025-10-27,History,150,52,0,0,123,27,0.6818,25771.57,171.81,50,0,0,0,255,2026-09-25
demo-costa,2025-10-27,History,91,32,0,0,79,12,0.65,14113.71,155.1,30,0,0,0,155,2026-09-25
