hotel,fecha,fecha_reporte,concepto,dia,mes,anio
demo-centro,2026-03-22,2026-03-23,Total Revenue,28802.93,692020.16,2224402.5
demo-centro,2026-03-22,2026-03-23,Food And Beverage Revenue,5022.64,133029.54,433472.86
demo-centro,2026-03-22,2026-03-23,Other Revenue,692.63,0,0
demo-costa,2026-03-22,2026-03-23,Total Rooms in Hotel,140,3080,11340
demo-costa,2026-03-22,2026-03-23,Rooms Occupied minus House Use,85,2242,10104
demo-costa,2026-03-22,2026-03-23,Room Revenue,14006.38,364859.47,1718901.57
demo-costa,2026-03-22,2026-03-23,Total Revenue,18491.98,469975.1,2195516.34
demo-costa,2026-03-22,2026-03-23,Food And Beverage Revenue,4065.41,94169.84,425047.72
demo-costa,2026-03-22,2026-03-23,Other Revenue,420.19,0,0
demo-centro,2026-03-23,2026-03-24,Total Rooms in Hotel,220,5060,18040
demo-centro,2026-03-23,2026-03-24,Rooms Occupied minus House Use,154,3303,10392
demo-centro,2026-03-23,2026-03-24,Room Revenue,26870.29,569579.64,1765636.93
demo-centro,2026-03-23,2026-03-24,Total Revenue,34455.67,726475.83,2258858.17
demo-centro,2026-03-23,2026-03-24,Food And Beverage Revenue,6779.27,139808.81,440252.13
demo-centro,2026-03-23,2026-03-24,Other Revenue,806.11,0,0
demo-costa,2026-03-23,2026-03-24,Total Rooms in Hotel,140,3220,11480
demo-costa,2026-03-23,2026-03-24,Rooms Occupied minus House Use,99,2341,10203
demo-costa,2026-03-23,2026-03-24,Room Revenue,15606.38,380465.85,1734507.95
demo-costa,2026-03-23,2026-03-24,Total Revenue,20200.44,490175.54,2215716.78
demo-costa,2026-03-23,2026-03-24,Food And Beverage Revenue,4125.87,98295.71,429173.6
demo-costa,2026-03-23,2026-03-24,Other Revenue,468.19,0,0
demo-centro,2026-03-24,2026-03-25,Total Rooms in Hotel,220,5280,18260
demo-centro,2026-03-24,2026-03-25,Rooms Occupied minus House Use,122,3425,10514
demo-centro,2026-03-24,2026-03-25,Room Revenue,21457.13,591036.77,1787094.06
demo-centro,2026-03-24,2026-03-25,Total Revenue,27499.88,753975.72,2286358.05
demo-centro,2026-03-24,2026-03-25,Food And Beverage Revenue,5399.04,145207.85,445651.17
demo-centro,2026-03-24,2026-03-25,Other Revenue,643.71,0,0
demo-costa,2026-03-24,2026-03-25,Total Rooms in Hotel,140,3360,11620
demo-costa,2026-03-24,2026-03-25,Rooms Occupied minus House Use,104,2445,10307
demo-costa,2026-03-24,2026-03-25,Room Revenue,16435.93,396901.78,1750943.88
demo-costa,2026-03-24,2026-03-25,Total Revenue,21083.97,511259.5,2236800.75
demo-costa,2026-03-24,2026-03-25,Food And Beverage Revenue,4154.96,102450.67,433328.55
demo-costa,2026-03-24,2026-03-25,Other Revenue,493.08,0,0
demo-centro,2026-03-25,2026-03-26,Total Rooms in Hotel,220,5500,18480
demo-centro,2026-03-25,2026-03-26,Rooms Occupied minus House Use,149,3574,10663
demo-centro,2026-03-25,2026-03-26,Room Revenue,25369.52,616406.29,1812463.58
demo-centro,2026-03-25,2026-03-26,Total Revenue,31983.82,785959.54,2318341.87
demo-centro,2026-03-25,2026-03-26,Food And Beverage Revenue,5853.21,151061.06,451504.38
demo-centro,2026-03-25,2026-03-26,Other Revenue,761.09,0,0
demo-costa,2026-03-25,2026-03-26,Total Rooms in Hotel,140,3500,11760
demo-costa,2026-03-25,2026-03-26,Rooms Occupied minus House Use,93,2538,10400
demo-costa,2026-03-25,2026-03-26,Room Revenue,14839.7,411741.48,1765783.58
demo-costa,2026-03-25,2026-03-26,Total Revenue,18936.37,530195.87,2255737.12
demo-costa,2026-03-25,2026-03-26,Food And Beverage Revenue,3651.48,106102.15,436980.03
demo-costa,2026-03-25,2026-03-26,Other Revenue,445.19,0,0
demo-centro,2026-03-26,2026-03-27,Total Rooms in Hotel,220,5720,18700
demo-centro,2026-03-26,2026-03-27,Rooms Occupied minus House Use,124,3698,10787
demo-centro,2026-03-26,2026-03-27,Room Revenue,20610.15,637016.44,1833073.73
demo-centro,2026-03-26,2026-03-27,Total Revenue,25826.96,811786.5,2344168.84
demo-centro,2026-03-26,2026-03-27,Food And Beverage Revenue,4598.51,155659.57,456102.89
demo-centro,2026-03-26,2026-03-27,Other Revenue,618.3,0,0
demo-costa,2026-03-26,2026-03-27,Total Rooms in Hotel,140,3640,11900
demo-costa,2026-03-26,2026-03-27,Rooms Occupied minus House Use,97,2635,10497
demo-costa,2026-03-26,2026-03-27,Room Revenue,15415.5,427156.99,1781199.08
demo-costa,2026-03-26,2026-03-27,Total Revenue,19056.93,549252.81,2274794.05
demo-costa,2026-03-26,2026-03-27,Food And Beverage Revenue,3178.97,109281.11,440159.0
demo-costa,2026-03-26,2026-03-27,Other Revenue,462.47,0,0
demo-centro,2026-03-27,2026-03-28,Total Rooms in Hotel,220,5940,18920
demo-centro,2026-03-27,2026-03-28,Rooms Occupied minus House Use,164,3862,10951
demo-centro,2026-03-27,2026-03-28,Room Revenue,27394.75,664411.19,1860468.48
demo-centro,2026-03-27,2026-03-28,Total Revenue,34719.93,846506.42,2378888.76
demo-centro,2026-03-27,2026-03-28,Food And Beverage Revenue,6503.33,162162.9,462606.22
demo-centro,2026-03-27,2026-03-28,Other Revenue,821.84,0,0
demo-costa,2026-03-27,2026-03-28,Total Rooms in Hotel,140,3780,12040
demo-costa,2026-03-27,2026-03-28,Rooms Occupied minus House Use,96,2731,10593
demo-costa,2026-03-27,2026-03-28,Room Revenue,15262.29,442419.27,1796461.37
demo-costa,2026-03-27,2026-03-28,Total Revenue,20033.22,569286.03,2294827.27
demo-costa,2026-03-27,2026-03-28,Food And Beverage Revenue,4313.07,113594.18,444472.06
demo-costa,2026-03-27,2026-03-28,Other Revenue,457.87,0,0
demo-centro,2026-03-28,2026-03-29,Total Rooms in Hotel,220,6160,19140
demo-centro,2026-03-28,2026-03-29,Rooms Occupied minus House Use,150,4012,11101
demo-centro,2026-03-28,2026-03-29,Room Revenue,25597.33,690008.52,1886065.81
demo-centro,2026-03-28,2026-03-29,Total Revenue,33912.94,880419.37,2412801.7
demo-centro,2026-03-28,2026-03-29,Food And Beverage Revenue,7547.69,169710.59,470153.92
demo-centro,2026-03-28,2026-03-29,Other Revenue,767.92,0,0
demo-costa,2026-03-28,2026-03-29,Total Rooms in Hotel,140,3920,12180
demo-costa,2026-03-28,2026-03-29,Rooms Occupied minus House Use,93,2824,10686
demo-costa,2026-03-28,2026-03-29,Room Revenue,15500.28,457919.55,1811961.65
demo-costa,2026-03-28,2026-03-29,Total Revenue,19958.84,589244.87,2314786.11
demo-costa,2026-03-28,2026-03-29,Food And Beverage Revenue,3993.55,117587.73,448465.62
demo-costa,2026-03-28,2026-03-29,Other Revenue,465.01,0,0
demo-centro,2026-03-29,2026-03-30,Total Rooms in Hotel,220,6380,19360
demo-centro,2026-03-29,2026-03-30,Rooms Occupied minus House Use,130,4142,11231
demo-centro,2026-03-29,2026-03-30,Room Revenue,21598.7,711607.22,1907664.52
demo-centro,2026-03-29,2026-03-30,Total Revenue,27670.63,908090.0,2440472.33
demo-centro,2026-03-29,2026-03-30,Food And Beverage Revenue,5423.96,175134.56,475577.88
demo-centro,2026-03-29,2026-03-30,Other Revenue,647.96,0,0
demo-costa,2026-03-29,2026-03-30,Total Rooms in Hotel,140,4060,12320
demo-costa,2026-03-29,2026-03-30,Rooms Occupied minus House Use,92,2916,10778
demo-costa,2026-03-29,2026-03-30,Room Revenue,15696.36,473615.91,1827658.01
demo-costa,2026-03-29,2026-03-30,Total Revenue,20294.03,609538.9,2335080.14
demo-costa,2026-03-29,2026-03-30,Food And Beverage Revenue,4126.77,121714.51,452592.39
demo-costa,2026-03-29,2026-03-30,Other Revenue,470.89,0,0
demo-centro,2026-03-30,2026-03-31,Total Rooms in Hotel,220,6600,19580
demo-centro,2026-03-30,2026-03-31,Rooms Occupied minus House Use,146,4288,11377
demo-centro,2026-03-30,2026-03-31,Room Revenue,24848.6,736455.82,1932513.11
demo-centro,2026-03-30,2026-03-31,Total Revenue,31665.93,939755.93,2472138.26
demo-centro,2026-03-30,2026-03-31,Food And Beverage Revenue,6071.88,181206.43,481649.76
demo-centro,2026-03-30,2026-03-31,Other Revenue,745.46,0,0
demo-costa,2026-03-30,2026-03-31,Total Rooms in Hotel,140,4200,12460
demo-costa,2026-03-30,2026-03-31,Rooms Occupied minus House Use,89,3005,10867
demo-costa,2026-03-30,2026-03-31,Room Revenue,13974.13,487590.05,1841632.14
demo-costa,2026-03-30,2026-03-31,Total Revenue,17576.08,627114.98,2352656.22
demo-costa,2026-03-30,2026-03-31,Food And Beverage Revenue,3182.72,124897.23,455775.11
demo-costa,2026-03-30,2026-03-31,Other Revenue,419.22,0,0
demo-centro,2026-03-31,2026-04-01,Total Rooms in Hotel,220,6820,19800
demo-centro,2026-03-31,2026-04-01,Rooms Occupied minus House Use,147,4435,11524
demo-centro,2026-03-31,2026-04-01,Room Revenue,25403.45,761859.27,1957916.57
demo-centro,2026-03-31,2026-04-01,Total Revenue,32497.08,972253.01,2504635.35
demo-centro,2026-03-31,2026-04-01,Food And Beverage Revenue,6331.53,187537.96,487981.28
demo-centro,2026-03-31,2026-04-01,Other Revenue,762.1,0,0
demo-costa,2026-03-31,2026-04-01,Total Rooms in Hotel,140,4340,12600
demo-costa,2026-03-31,2026-04-01,Rooms Occupied minus House Use,102,3107,10969
demo-costa,2026-03-31,2026-04-01,Room Revenue,16290.86,503880.9,1857923.0
demo-costa,2026-03-31,2026-04-01,Total Revenue,21497.19,648612.16,2374153.41
demo-costa,2026-03-31,2026-04-01,Food And Beverage Revenue,4717.6,129614.83,460492.72
demo-costa,2026-03-31,2026-04-01,Other Revenue,488.73,0,0
demo-centro,2026-04-01,2026-04-02,Total Rooms in Hotel,220,220,20020
demo-centro,2026-04-01,2026-04-02,Rooms Occupied minus House Use,145,145,11669
demo-centro,2026-04-01,2026-04-02,Room Revenue,23906.99,23906.99,1981823.55
demo-centro,2026-04-01,2026-04-02,Total Revenue,30920.01,30920.01,2535555.35
demo-centro,2026-04-01,2026-04-02,Food And Beverage Revenue,6295.81,6295.81,494277.09
demo-centro,2026-04-01,2026-04-02,Other Revenue,717.21,0,0
demo-costa,2026-04-01,2026-04-02,Total Rooms in Hotel,140,140,12740
demo-costa,2026-04-01,2026-04-02,Rooms Occupied minus House Use,83,83,11052
demo-costa,2026-04-01,2026-04-02,Room Revenue,13616.06,13616.06,1871539.06
demo-costa,2026-04-01,2026-04-02,Total Revenue,17381.75,17381.75,2391535.15
demo-costa,2026-04-01,2026-04-02,Food And Beverage Revenue,3357.21,3357.21,463849.92
demo-costa,2026-04-01,2026-04-02,Other Revenue,408.48,0,0
demo-centro,2026-04-02,2026-04-03,Total Rooms in Hotel,220,440,20240
demo-centro,2026-04-02,2026-04-03,Rooms Occupied minus House Use,143,288,11812
demo-centro,2026-04-02,2026-04-03,Room Revenue,24117.31,48024.3,2005940.86
demo-centro,2026-04-02,2026-04-03,Total Revenue,31664.18,62584.19,2567219.53
demo-centro,2026-04-02,2026-04-03,Food And Beverage Revenue,6823.35,13119.16,501100.44
demo-centro,2026-04-02,2026-04-03,Other Revenue,723.52,0,0
demo-costa,2026-04-02,2026-04-03,Total Rooms in Hotel,140,280,12880
demo-costa,2026-04-02,2026-04-03,Rooms Occupied minus House Use,77,160,11129
demo-costa,2026-04-02,2026-04-03,Room Revenue,12669.55,26285.61,1884208.61
demo-costa,2026-04-02,2026-04-03,Total Revenue,16135.35,33517.1,2407670.51
demo-costa,2026-04-02,2026-04-03,Food And Beverage Revenue,3085.72,6442.92,466935.64
demo-costa,2026-04-02,2026-04-03,Other Revenue,380.09,0,0
demo-centro,2026-04-03,2026-04-04,Total Rooms in Hotel,220,660,20460
demo-centro,2026-04-03,2026-04-04,Rooms Occupied minus House Use,163,451,11975
demo-centro,2026-04-03,2026-04-04,Room Revenue,28114.28,76138.57,2034055.14
demo-centro,2026-04-03,2026-04-04,Total Revenue,34673.44,97257.63,2601892.97
demo-centro,2026-04-03,2026-04-04,Food And Beverage Revenue,5715.74,18834.9,506816.18
demo-centro,2026-04-03,2026-04-04,Other Revenue,843.43,0,0
demo-costa,2026-04-03,2026-04-04,Total Rooms in Hotel,140,420,13020
demo-costa,2026-04-03,2026-04-04,Rooms Occupied minus House Use,93,253,11222
demo-costa,2026-04-03,2026-04-04,Room Revenue,15175.65,41461.26,1899384.26
demo-costa,2026-04-03,2026-04-04,Total Revenue,18977.87,52494.97,2426648.38
demo-costa,2026-04-03,2026-04-04,Food And Beverage Revenue,3346.96,9789.88,470282.6
demo-costa,2026-04-03,2026-04-04,Other Revenue,455.27,0,0
demo-centro,2026-04-04,2026-04-05,Total Rooms in Hotel,220,880,20680
demo-centro,2026-04-04,2026-04-05,Rooms Occupied minus House Use,167,618,12142
demo-centro,2026-04-04,2026-04-05,Room Revenue,28644.95,104783.52,2062700.09
demo-centro,2026-04-04,2026-04-05,Total Revenue,36189.63,133447.26,2638082.6
demo-centro,2026-04-04,2026-04-05,Food And Beverage Revenue,6685.33,25520.23,513501.51
demo-centro,2026-04-04,2026-04-05,Other Revenue,859.35,0,0
demo-costa,2026-04-04,2026-04-05,Total Rooms in Hotel,140,560,13160
demo-costa,2026-04-04,2026-04-05,Rooms Occupied minus House Use,90,343,11312
demo-costa,2026-04-04,2026-04-05,Room Revenue,14880.25,56341.51,1914264.51
demo-costa,2026-04-04,2026-04-05,Total Revenue,18947.96,71442.93,2445596.34
demo-costa,2026-04-04,2026-04-05,Food And Beverage Revenue,3621.29,13411.17,473903.89
demo-costa,2026-04-04,2026-04-05,Other Revenue,446.41,0,0
demo-centro,2026-04-05,2026-04-06,Total Rooms in Hotel,220,1100,20900
demo-centro,2026-04-05,2026-04-06,Rooms Occupied minus House Use,123,741,12265
demo-centro,2026-04-05,2026-04-06,Room Revenue,20214.65,124998.17,2082914.74
demo-centro,2026-04-05,2026-04-06,Total Revenue,25231.54,158678.8,2663314.15
demo-centro,2026-04-05,2026-04-06,Food And Beverage Revenue,4410.46,29930.69,517911.97
demo-centro,2026-04-05,2026-04-06,Other Revenue,606.44,0,0
demo-costa,2026-04-05,2026-04-06,Total Rooms in Hotel,140,700,13300
demo-costa,2026-04-05,2026-04-06,Rooms Occupied minus House Use,68,411,11380
demo-costa,2026-04-05,2026-04-06,Room Revenue,10300.02,66641.52,1924564.53
demo-costa,2026-04-05,2026-04-06,Total Revenue,12985.5,84428.43,2458581.84
demo-costa,2026-04-05,2026-04-06,Food And Beverage Revenue,2376.49,15787.66,476280.38
demo-costa,2026-04-05,2026-04-06,Other Revenue,309.0,0,0
demo-centro,2026-04-06,2026-04-07,Total Rooms in Hotel,220,1320,21120
demo-centro,2026-04-06,2026-04-07,Rooms Occupied minus House Use,146,887,12411
demo-centro,2026-04-06,2026-04-07,Room Revenue,25437.34,150435.51,2108352.08
demo-centro,2026-04-06,2026-04-07,Total Revenue,32343.41,191022.21,2695657.55
demo-centro,2026-04-06,2026-04-07,Food And Beverage Revenue,6142.95,36073.63,524054.92
demo-centro,2026-04-06,2026-04-07,Other Revenue,763.12,0,0
demo-costa,2026-04-06,2026-04-07,Total Rooms in Hotel,140,840,13440
demo-costa,2026-04-06,2026-04-07,Rooms Occupied minus House Use,86,497,11466
demo-costa,2026-04-06,2026-04-07,Room Revenue,13526.76,80168.28,1938091.28
demo-costa,2026-04-06,2026-04-07,Total Revenue,16975.61,101404.04,2475557.45
demo-costa,2026-04-06,2026-04-07,Food And Beverage Revenue,3043.05,18830.71,479323.43
demo-costa,2026-04-06,2026-04-07,Other Revenue,405.8,0,0
demo-centro,2026-04-07,2026-04-08,Total Rooms in Hotel,220,1540,21340
demo-centro,2026-04-07,2026-04-08,Rooms Occupied minus House Use,154,1041,12565
demo-centro,2026-04-07,2026-04-08,Room Revenue,25402.62,175838.13,2133754.7
demo-centro,2026-04-07,2026-04-08,Total Revenue,31948.09,222970.3,2727605.64
demo-centro,2026-04-07,2026-04-08,Food And Beverage Revenue,5783.39,41857.02,529838.3
demo-centro,2026-04-07,2026-04-08,Other Revenue,762.08,0,0
demo-costa,2026-04-07,2026-04-08,Total Rooms in Hotel,140,980,13580
demo-costa,2026-04-07,2026-04-08,Rooms Occupied minus House Use,86,583,11552
demo-costa,2026-04-07,2026-04-08,Room Revenue,14041.42,94209.71,1952132.71
demo-costa,2026-04-07,2026-04-08,Total Revenue,17720.95,119125.0,2493278.4
demo-costa,2026-04-07,2026-04-08,Food And Beverage Revenue,3258.29,22089.0,482581.72
demo-costa,2026-04-07,2026-04-08,Other Revenue,421.24,0,0
demo-centro,2026-04-08,2026-04-09,Total Rooms in Hotel,220,1760,21560
demo-centro,2026-04-08,2026-04-09,Rooms Occupied minus House Use,139,1180,12704
demo-centro,2026-04-08,2026-04-09,Room Revenue,23156.25,198994.39,2156910.95
demo-centro,2026-04-08,2026-04-09,Total Revenue,28679.29,251649.58,2756284.93
demo-centro,2026-04-08,2026-04-09,Food And Beverage Revenue,4828.35,46685.37,534666.65
demo-centro,2026-04-08,2026-04-09,Other Revenue,694.69,0,0
demo-costa,2026-04-08,2026-04-09,Total Rooms in Hotel,140,1120,13720
demo-costa,2026-04-08,2026-04-09,Rooms Occupied minus House Use,89,672,11641
demo-costa,2026-04-08,2026-04-09,Room Revenue,14726.22,108935.93,1966858.93
demo-costa,2026-04-08,2026-04-09,Total Revenue,18907.65,138032.64,2512186.05
demo-costa,2026-04-08,2026-04-09,Food And Beverage Revenue,3739.64,25828.64,486321.36
demo-costa,2026-04-08,2026-04-09,Other Revenue,441.79,0,0
demo-centro,2026-04-09,2026-04-10,Total Rooms in Hotel,220,1980,21780
demo-centro,2026-04-09,2026-04-10,Rooms Occupied minus House Use,142,1322,12846
demo-centro,2026-04-09,2026-04-10,Room Revenue,25543.68,224538.07,2182454.63
demo-centro,2026-04-09,2026-04-10,Total Revenue,31873.19,283522.78,2788158.12
demo-centro,2026-04-09,2026-04-10,Food And Beverage Revenue,5563.2,52248.57,540229.85
demo-centro,2026-04-09,2026-04-10,Other Revenue,766.31,0,0
demo-costa,2026-04-09,2026-04-10,Total Rooms in Hotel,140,1260,13860
demo-costa,2026-04-09,2026-04-10,Rooms Occupied minus House Use,95,767,11736
demo-costa,2026-04-09,2026-04-10,Room Revenue,15699.12,124635.05,1982558.05
demo-costa,2026-04-09,2026-04-10,Total Revenue,19709.02,157741.66,2531895.07
demo-costa,2026-04-09,2026-04-10,Food And Beverage Revenue,3538.93,29367.57,489860.28
demo-costa,2026-04-09,2026-04-10,Other Revenue,470.97,0,0
demo-centro,2026-04-10,2026-04-11,Total Rooms in Hotel,220,2200,22000
demo-centro,2026-04-10,2026-04-11,Rooms Occupied minus House Use,162,1484,13008
demo-centro,2026-04-10,2026-04-11,Room Revenue,27424.61,251962.67,2209879.24
demo-centro,2026-04-10,2026-04-11,Total Revenue,35764.01,319286.79,2823922.13
demo-centro,2026-04-10,2026-04-11,Food And Beverage Revenue,7516.66,59765.23,547746.51
demo-centro,2026-04-10,2026-04-11,Other Revenue,822.74,0,0
demo-costa,2026-04-10,2026-04-11,Total Rooms in Hotel,140,1400,14000
demo-costa,2026-04-10,2026-04-11,Rooms Occupied minus House Use,73,840,11809
demo-costa,2026-04-10,2026-04-11,Room Revenue,11150.84,135785.88,1993708.89
demo-costa,2026-04-10,2026-04-11,Total Revenue,14154.22,171895.89,2546049.29
demo-costa,2026-04-10,2026-04-11,Food And Beverage Revenue,2668.86,32036.42,492529.14
demo-costa,2026-04-10,2026-04-11,Other Revenue,334.53,0,0
demo-centro,2026-04-11,2026-04-12,Total Rooms in Hotel,220,2420,22220
demo-centro,2026-04-11,2026-04-12,Rooms Occupied minus House Use,171,1655,13179
demo-centro,2026-04-11,2026-04-12,Room Revenue,28102.03,280064.7,2237981.27
demo-centro,2026-04-11,2026-04-12,Total Revenue,35960.06,355246.84,2859882.19
demo-centro,2026-04-11,2026-04-12,Food And Beverage Revenue,7014.97,66780.2,554761.49
demo-centro,2026-04-11,2026-04-12,Other Revenue,843.06,0,0
demo-costa,2026-04-11,2026-04-12,Total Rooms in Hotel,140,1540,14140
demo-costa,2026-04-11,2026-04-12,Rooms Occupied minus House Use,90,930,11899
demo-costa,2026-04-11,2026-04-12,Room Revenue,13581.01,149366.9,2007289.9
demo-costa,2026-04-11,2026-04-12,Total Revenue,17794.92,189690.81,2563844.21
demo-costa,2026-04-11,2026-04-12,Food And Beverage Revenue,3806.48,35842.9,496335.62
demo-costa,2026-04-11,2026-04-12,Other Revenue,407.43,0,0
demo-centro,2026-04-12,2026-04-13,Total Rooms in Hotel,220,2640,22440
demo-centro,2026-04-12,2026-04-13,Rooms Occupied minus House Use,141,1796,13320
demo-centro,2026-04-12,2026-04-13,Room Revenue,25284.76,305349.46,2263266.03
demo-centro,2026-04-12,2026-04-13,Total Revenue,31230.94,386477.78,2891113.13
demo-centro,2026-04-12,2026-04-13,Food And Beverage Revenue,5187.64,71967.84,559949.12
demo-centro,2026-04-12,2026-04-13,Other Revenue,758.54,0,0
demo-costa,2026-04-12,2026-04-13,Total Rooms in Hotel,140,1680,14280
demo-costa,2026-04-12,2026-04-13,Rooms Occupied minus House Use,79,1009,11978
demo-costa,2026-04-12,2026-04-13,Room Revenue,12685.42,162052.32,2019975.32
demo-costa,2026-04-12,2026-04-13,Total Revenue,16308.4,205999.2,2580152.61
demo-costa,2026-04-12,2026-04-13,Food And Beverage Revenue,3242.41,39085.31,499578.03
demo-costa,2026-04-12,2026-04-13,Other Revenue,380.56,0,0
demo-centro,2026-04-13,2026-04-14,Total Rooms in Hotel,220,2860,22660
demo-centro,2026-04-13,2026-04-14,Rooms Occupied minus House Use,142,1938,13462
demo-centro,2026-04-13,2026-04-14,Room Revenue,23931.41,329280.87,2287197.43
demo-centro,2026-04-13,2026-04-14,Total Revenue,31484.87,417962.66,2922598.0
demo-centro,2026-04-13,2026-04-14,Food And Beverage Revenue,6835.53,78803.37,566784.65
demo-centro,2026-04-13,2026-04-14,Other Revenue,717.94,0,0
demo-costa,2026-04-13,2026-04-14,Total Rooms in Hotel,140,1820,14420
demo-costa,2026-04-13,2026-04-14,Rooms Occupied minus House Use,79,1088,12057
demo-costa,2026-04-13,2026-04-14,Room Revenue,12368.74,174421.06,2032344.06
demo-costa,2026-04-13,2026-04-14,Total Revenue,15717.03,221716.23,2595869.64
demo-costa,2026-04-13,2026-04-14,Food And Beverage Revenue,2977.23,42062.54,502555.25
demo-costa,2026-04-13,2026-04-14,Other Revenue,371.06,0,0
demo-centro,2026-04-14,2026-04-15,Total Rooms in Hotel,220,3080,22880
demo-centro,2026-04-14,2026-04-15,Rooms Occupied minus House Use,141,2079,13603
demo-centro,2026-04-14,2026-04-15,Room Revenue,23439.89,352720.76,2310637.32
demo-centro,2026-04-14,2026-04-15,Total Revenue,29444.35,447407.01,2952042.36
demo-centro,2026-04-14,2026-04-15,Food And Beverage Revenue,5301.27,84104.63,572085.92
demo-centro,2026-04-14,2026-04-15,Other Revenue,703.2,0,0
demo-costa,2026-04-14,2026-04-15,Total Rooms in Hotel,140,1960,14560
demo-costa,2026-04-14,2026-04-15,Rooms Occupied minus House Use,79,1167,12136
demo-costa,2026-04-14,2026-04-15,Room Revenue,12347.76,186768.81,2044691.81
demo-costa,2026-04-14,2026-04-15,Total Revenue,15597.15,237313.38,2611466.78
demo-costa,2026-04-14,2026-04-15,Food And Beverage Revenue,2878.96,44941.5,505434.22
demo-costa,2026-04-14,2026-04-15,Other Revenue,370.43,0,0
demo-centro,2026-04-15,2026-04-16,Total Rooms in Hotel,220,3300,23100
demo-centro,2026-04-15,2026-04-16,Rooms Occupied minus House Use,149,2228,13752
demo-centro,2026-04-15,2026-04-16,Room Revenue,25091.0,377811.75,2335728.32
demo-centro,2026-04-15,2026-04-16,Total Revenue,31062.07,478469.08,2983104.43
demo-centro,2026-04-15,2026-04-16,Food And Beverage Revenue,5218.35,89322.98,577304.26
demo-centro,2026-04-15,2026-04-16,Other Revenue,752.73,0,0
demo-costa,2026-04-15,2026-04-16,Total Rooms in Hotel,140,2100,14700
demo-costa,2026-04-15,2026-04-16,Rooms Occupied minus House Use,78,1245,12214
demo-costa,2026-04-15,2026-04-16,Room Revenue,11767.59,198536.4,2056459.4
demo-costa,2026-04-15,2026-04-16,Total Revenue,14779.39,252092.77,2626246.18
demo-costa,2026-04-15,2026-04-16,Food And Beverage Revenue,2658.78,47600.28,508092.99
demo-costa,2026-04-15,2026-04-16,Other Revenue,353.03,0,0
demo-centro,2026-04-16,2026-04-17,Total Rooms in Hotel,220,3520,23320
demo-centro,2026-04-16,2026-04-17,Rooms Occupied minus House Use,137,2365,13889
demo-centro,2026-04-16,2026-04-17,Room Revenue,23455.56,401267.31,2359183.87
demo-centro,2026-04-16,2026-04-17,Total Revenue,29053.31,507522.4,3012157.74
demo-centro,2026-04-16,2026-04-17,Food And Beverage Revenue,4894.09,94217.07,582198.35
demo-centro,2026-04-16,2026-04-17,Other Revenue,703.67,0,0
demo-costa,2026-04-16,2026-04-17,Total Rooms in Hotel,140,2240,14840
demo-costa,2026-04-16,2026-04-17,Rooms Occupied minus House Use,86,1331,12300
demo-costa,2026-04-16,2026-04-17,Room Revenue,13338.55,211874.95,2069797.95
demo-costa,2026-04-16,2026-04-17,Total Revenue,16972.16,269064.93,2643218.34
demo-costa,2026-04-16,2026-04-17,Food And Beverage Revenue,3233.46,50833.74,511326.45
demo-costa,2026-04-16,2026-04-17,Other Revenue,400.16,0,0
demo-centro,2026-04-17,2026-04-18,Total Rooms in Hotel,220,3740,23540
demo-centro,2026-04-17,2026-04-18,Rooms Occupied minus House Use,177,2542,14066
demo-centro,2026-04-17,2026-04-18,Room Revenue,31922.19,433189.5,2391106.07
demo-centro,2026-04-17,2026-04-18,Total Revenue,41842.11,549364.5,3053999.85
demo-centro,2026-04-17,2026-04-18,Food And Beverage Revenue,8962.25,103179.32,591160.6
demo-centro,2026-04-17,2026-04-18,Other Revenue,957.67,0,0
demo-costa,2026-04-17,2026-04-18,Total Rooms in Hotel,140,2380,14980
demo-costa,2026-04-17,2026-04-18,Rooms Occupied minus House Use,111,1442,12411
demo-costa,2026-04-17,2026-04-18,Room Revenue,18153.74,230028.69,2087951.69
demo-costa,2026-04-17,2026-04-18,Total Revenue,23858.67,292923.6,2667077.01
demo-costa,2026-04-17,2026-04-18,Food And Beverage Revenue,5160.32,55994.05,516486.77
demo-costa,2026-04-17,2026-04-18,Other Revenue,544.61,0,0
demo-centro,2026-04-18,2026-04-19,Total Rooms in Hotel,220,3960,23760
demo-centro,2026-04-18,2026-04-19,Rooms Occupied minus House Use,179,2721,14245
demo-centro,2026-04-18,2026-04-19,Room Revenue,29438.73,462628.23,2420544.8
demo-centro,2026-04-18,2026-04-19,Total Revenue,37247.3,586611.8,3091247.14
demo-centro,2026-04-18,2026-04-19,Food And Beverage Revenue,6925.4,110104.72,598086.0
demo-centro,2026-04-18,2026-04-19,Other Revenue,883.16,0,0
demo-costa,2026-04-18,2026-04-19,Total Rooms in Hotel,140,2520,15120
demo-costa,2026-04-18,2026-04-19,Rooms Occupied minus House Use,89,1531,12500
demo-costa,2026-04-18,2026-04-19,Room Revenue,14241.96,244270.65,2102193.65
demo-costa,2026-04-18,2026-04-19,Total Revenue,17631.14,310554.74,2684708.15
demo-costa,2026-04-18,2026-04-19,Food And Beverage Revenue,2961.92,58955.98,519448.69
demo-costa,2026-04-18,2026-04-19,Other Revenue,427.26,0,0
demo-centro,2026-04-19,2026-04-20,Total Rooms in Hotel,220,4180,23980
demo-centro,2026-04-19,2026-04-20,Rooms Occupied minus House Use,116,2837,14361
